Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,50+,Ex-Employees,Sales,Marketing,45923,Male,Sales Executive,Single,No,2,24,Yes,1099,10,Associates Degree,1,104,2,1,2,3684,25379,7,37,5,1,80,3,18,1,29,15,4,11
Yes,Travel_Frequently,40-50,Ex-Employees,Sales,Life Sciences,29252,Female,Manager,Single,Yes,1,51,Yes,657,48,Associates Degree,4,55,5,5,1,6949,28037,8,23,5,5,80,3,23,4,24,14,9,14
Yes,Travel_Rarely,30-40,Current Employees,Human Resources,Marketing,89331,Male,Sales Executive,Divorced,No,3,44,Yes,699,20,Associates Degree,3,82,5,2,2,16863,26415,0,40,3,3,80,2,0,1,29,19,4,13
No,Non-Travel,40-50,Current Employees,Human Resources,Medical,47343,Female,Manager,Married,No,2,58,No,797,25,Associates Degree,4,106,2,2,4,9191,15949,3,22,2,5,80,1,11,3,39,10,6,9
No,Travel_Frequently,30-40,Ex-Employees,Research & Development,Technical Degree,48223,Female,Laboratory Technician,Married,Yes,5,58,Yes,211,50,Associates Degree,2,76,5,5,5,10935,20690,2,38,5,2,80,3,9,1,30,14,6,11
No,Travel_Frequently,30-40,Ex-Employees,Human Resources,Other,50718,Female,Healthcare Representative,Divorced,Yes,3,44,Yes,1169,3,Doctoral Degree,4,49,2,5,4,13634,23788,9,13,2,2,80,2,3,2,29,3,9,19
Yes,Non-Travel,<20,Ex-Employees,Research & Development,Life Sciences,54805,Female,Research Scientist,Married,No,1,27,No,267,37,Bachelor's Degree,1,66,3,5,5,10611,21423,4,34,2,1,80,2,20,3,15,0,3,15
No,Travel_Frequently,50+,Ex-Employees,Human Resources,Medical,80299,Female,Human Resources,Married,No,4,51,Yes,552,13,Master's Degree,4,54,5,3,4,4030,22801,0,36,5,3,80,0,31,2,34,12,12,18
Yes,Travel_Frequently,40-50,Ex-Employees,Research & Development,Technical Degree,33882,Male,Sales Executive,Single,Yes,6,38,No,1334,19,Associates Degree,5,100,3,5,1,6746,28541,1,18,2,2,80,0,13,3,1,10,0,20
No,Travel_Rarely,<20,Current Employees,Research & Development,Other,27999,Male,Healthcare Representative,Single,No,3,32,No,165,46,Associates Degree,4,107,5,3,5,2619,27029,9,35,5,1,80,0,40,3,3,2,7,11
No,Non-Travel,30-40,Current Employees,Research & Development,Technical Degree,50917,Male,Manager,Married,No,1,23,No,1461,9,Associates Degree,2,84,5,2,2,19544,22833,2,13,1,2,80,0,6,3,22,16,11,9
Yes,Travel_Rarely,<20,Current Employees,Human Resources,Life Sciences,49593,Female,Manager,Single,No,4,45,No,408,8,Master's Degree,2,104,4,1,2,5260,23840,6,15,5,5,80,3,9,2,2,14,11,20
Yes,Travel_Rarely,30-40,Ex-Employees,Sales,Marketing,57147,Male,Research Scientist,Married,Yes,3,45,Yes,1167,18,Bachelor's Degree,1,43,1,3,3,14909,25322,0,38,5,3,80,3,21,5,17,7,12,9
No,Travel_Rarely,30-40,Current Employees,Sales,Medical,15476,Female,Healthcare Representative,Married,Yes,6,43,Yes,1148,16,Master's Degree,3,75,4,2,4,11160,23975,8,30,4,1,80,2,7,2,22,9,12,1
Yes,Travel_Rarely,40-50,Ex-Employees,Human Resources,Other,22637,Male,Sales Representative,Divorced,Yes,0,28,Yes,597,46,Master's Degree,1,120,1,3,1,16710,14155,5,15,1,5,80,3,5,2,31,11,13,11
Yes,Travel_Frequently,<20,Current Employees,Research & Development,Medical,63098,Female,Healthcare Representative,Single,No,0,42,Yes,1376,7,Master's Degree,3,59,2,5,3,1960,23485,5,24,1,1,80,2,40,3,31,14,15,20
Yes,Travel_Frequently,50+,Ex-Employees,Research & Development,Life Sciences,31797,Male,Research Scientist,Divorced,Yes,0,41,No,1296,7,Bachelor's Degree,4,48,4,2,1,9680,24943,0,29,2,4,80,0,21,5,11,14,0,18
No,Travel_Rarely,20-30,Current Employees,Sales,Technical Degree,91178,Female,Human Resources,Single,No,1,58,No,678,23,Associates Degree,3,62,5,2,5,9351,10233,3,34,1,2,80,3,38,4,40,3,13,4
No,Non-Travel,30-40,Current Employees,Research & Development,Marketing,64677,Female,Healthcare Representative,Single,Yes,5,36,Yes,1153,40,Master's Degree,4,58,3,5,4,8318,25231,1,39,3,3,80,1,21,3,14,17,12,18
No,Travel_Frequently,<20,Ex-Employees,Research & Development,Marketing,2271,Male,Healthcare Representative,Married,No,5,30,Yes,661,46,Associates Degree,5,38,1,2,1,3372,20725,5,36,2,2,80,3,17,2,35,16,1,12
Yes,Travel_Rarely,50+,Current Employees,Human Resources,Other,34886,Female,Human Resources,Married,Yes,3,25,Yes,1470,21,Associates Degree,1,99,4,2,2,18216,27141,10,20,2,4,80,3,35,3,33,2,13,8
Yes,Travel_Rarely,40-50,Ex-Employees,Sales,Marketing,56621,Male,Human Resources,Single,Yes,6,42,Yes,1489,30,Master's Degree,5,94,4,2,1,16678,17839,8,31,4,3,80,0,22,2,36,18,11,9
Yes,Travel_Frequently,<20,Ex-Employees,Sales,Marketing,26700,Male,Sales Executive,Single,Yes,1,38,No,1423,36,Bachelor's Degree,4,41,5,2,1,15491,19611,0,32,1,2,80,3,33,5,16,19,7,6
Yes,Non-Travel,30-40,Current Employees,Human Resources,Other,15388,Female,Sales Representative,Divorced,Yes,4,44,Yes,1454,48,Master's Degree,5,52,3,4,3,14312,23520,7,12,2,2,80,2,5,5,8,6,7,8
Yes,Travel_Rarely,<20,Ex-Employees,Research & Development,Marketing,96039,Male,Healthcare Representative,Single,Yes,3,25,No,1361,17,Associates Degree,4,50,3,3,1,12046,20789,5,14,4,4,80,0,30,3,16,12,7,17
Yes,Travel_Frequently,50+,Ex-Employees,Research & Development,Marketing,33248,Female,Manager,Married,No,5,23,Yes,528,8,Doctoral Degree,4,43,2,1,4,13473,17984,9,31,4,5,80,3,27,5,35,11,4,13
No,Non-Travel,50+,Ex-Employees,Research & Development,Other,40144,Female,Research Scientist,Single,No,0,18,Yes,599,41,Bachelor's Degree,2,33,2,4,4,6061,14004,1,29,2,1,80,2,12,3,33,0,8,6
Yes,Travel_Frequently,30-40,Ex-Employees,Research & Development,Medical,77224,Female,Sales Executive,Single,No,5,31,No,718,4,Doctoral Degree,1,90,2,3,5,9732,28342,2,12,4,3,80,1,3,1,37,9,1,16
Yes,Non-Travel,20-30,Current Employees,Sales,Medical,66636,Female,Manager,Divorced,No,2,32,Yes,846,35,Master's Degree,3,60,1,1,4,7388,13066,5,11,5,1,80,3,32,2,9,5,8,20
Yes,Travel_Frequently,<20,Current Employees,Human Resources,Other,64236,Male,Healthcare Representative,Married,No,5,58,No,969,21,Bachelor's Degree,4,32,5,5,5,11101,18149,10,31,1,4,80,3,35,1,38,16,0,3
Yes,Travel_Rarely,<20,Ex-Employees,Human Resources,Other,79433,Female,Laboratory Technician,Single,No,2,58,No,241,22,Doctoral Degree,5,49,1,1,2,15732,28688,5,20,5,1,80,1,19,3,1,19,9,5
No,Non-Travel,<20,Ex-Employees,Research & Development,Other,78621,Female,Laboratory Technician,Married,No,4,32,No,200,18,Doctoral Degree,1,62,4,5,2,16558,20849,0,23,1,1,80,2,10,2,4,13,6,11
Yes,Travel_Frequently,30-40,Current Employees,Human Resources,Medical,65112,Female,Healthcare Representative,Married,Yes,0,56,No,106,26,Master's Degree,4,77,4,3,4,9008,19537,8,31,2,3,80,0,4,4,16,6,12,8
Yes,Travel_Frequently,20-30,Ex-Employees,Human Resources,Life Sciences,98394,Female,Manager,Married,Yes,3,35,Yes,502,13,Bachelor's Degree,4,72,3,3,3,18329,28005,1,11,5,3,80,3,16,4,21,20,4,16
No,Non-Travel,<20,Current Employees,Sales,Medical,34734,Female,Sales Representative,Married,Yes,0,46,No,144,42,Doctoral Degree,3,52,2,5,2,1316,29224,8,31,5,4,80,0,13,1,27,6,2,16
No,Travel_Frequently,50+,Current Employees,Research & Development,Other,20672,Male,Laboratory Technician,Divorced,Yes,0,21,No,613,47,Doctoral Degree,1,60,5,2,1,13566,22859,7,39,4,5,80,0,22,3,38,11,4,18
Yes,Travel_Rarely,30-40,Ex-Employees,Sales,Other,89121,Male,Healthcare Representative,Married,No,1,60,Yes,1182,37,Associates Degree,2,71,1,1,4,15491,29847,1,19,5,2,80,1,33,2,16,5,14,2
No,Non-Travel,50+,Ex-Employees,Human Resources,Marketing,57280,Female,Sales Representative,Single,Yes,1,31,No,1148,33,Bachelor's Degree,2,55,5,1,1,18273,20380,10,25,4,1,80,3,0,4,12,4,12,5
Yes,Non-Travel,40-50,Current Employees,Sales,Life Sciences,5759,Male,Sales Representative,Married,Yes,5,55,Yes,627,7,Bachelor's Degree,3,53,5,2,2,12586,21195,6,28,3,1,80,1,11,5,19,2,3,12
Yes,Non-Travel,<20,Ex-Employees,Sales,Life Sciences,89854,Female,Human Resources,Married,Yes,3,52,No,280,4,Associates Degree,1,81,3,5,5,7731,17226,2,31,1,1,80,2,37,1,20,4,7,11
Yes,Travel_Frequently,30-40,Ex-Employees,Research & Development,Technical Degree,35820,Male,Sales Representative,Single,No,1,45,Yes,580,9,Associates Degree,5,79,3,5,2,18979,21226,4,39,2,2,80,3,14,3,2,1,0,17
Yes,Non-Travel,40-50,Current Employees,Human Resources,Life Sciences,9963,Female,Sales Executive,Married,Yes,1,55,No,758,36,Associates Degree,5,40,2,3,4,11665,29671,8,36,4,4,80,3,19,4,10,10,10,20
No,Non-Travel,40-50,Ex-Employees,Sales,Technical Degree,72215,Female,Manager,Married,Yes,6,34,Yes,868,24,Master's Degree,4,76,3,5,1,18207,27709,4,11,2,1,80,1,15,2,7,18,0,3
No,Travel_Rarely,40-50,Current Employees,Human Resources,Marketing,51841,Female,Healthcare Representative,Divorced,Yes,6,22,No,275,30,Doctoral Degree,4,110,5,2,2,6919,23863,8,32,1,1,80,0,40,5,0,5,12,9
No,Travel_Rarely,50+,Ex-Employees,Research & Development,Other,75818,Female,Sales Executive,Divorced,Yes,6,32,Yes,1248,17,Associates Degree,1,118,1,1,4,6532,27411,9,25,5,5,80,2,40,4,9,10,4,18
No,Non-Travel,30-40,Ex-Employees,Human Resources,Marketing,34224,Male,Healthcare Representative,Married,Yes,6,32,Yes,285,16,Master's Degree,4,97,3,2,4,6219,20309,4,21,4,3,80,2,18,1,5,6,8,14
No,Travel_Frequently,40-50,Ex-Employees,Sales,Marketing,23683,Female,Human Resources,Married,No,2,56,Yes,133,7,Master's Degree,5,73,1,1,5,13994,28318,3,24,4,4,80,3,33,4,11,0,1,3
Yes,Travel_Rarely,30-40,Current Employees,Sales,Medical,15734,Female,Human Resources,Married,No,0,53,Yes,874,40,Master's Degree,1,103,3,3,2,11800,22491,5,33,2,2,80,1,19,4,38,16,13,1
No,Travel_Frequently,<20,Current Employees,Human Resources,Marketing,10306,Female,Sales Executive,Divorced,No,3,52,No,610,16,Master's Degree,5,103,2,4,5,6610,19013,8,27,4,4,80,3,21,1,3,6,8,5
Yes,Travel_Frequently,<20,Current Employees,Research & Development,Technical Degree,10197,Female,Healthcare Representative,Married,Yes,5,22,Yes,604,40,Master's Degree,4,39,4,4,3,7469,19834,10,15,4,4,80,0,20,2,23,19,3,4
No,Travel_Rarely,50+,Ex-Employees,Sales,Medical,35117,Male,Manager,Single,Yes,2,49,Yes,1258,22,Doctoral Degree,5,41,4,4,1,16134,23369,9,37,4,5,80,1,16,5,2,17,13,13
No,Travel_Frequently,<20,Current Employees,Research & Development,Marketing,90213,Male,Manager,Single,Yes,6,38,No,651,28,Master's Degree,2,81,2,1,2,1995,13780,8,28,1,3,80,1,33,5,39,11,10,16
Yes,Non-Travel,20-30,Ex-Employees,Sales,Medical,51609,Male,Human Resources,Married,Yes,6,45,Yes,919,22,Associates Degree,5,31,3,1,1,6931,22951,10,34,2,5,80,0,16,3,29,8,2,18
No,Travel_Frequently,<20,Ex-Employees,Sales,Life Sciences,31114,Male,Laboratory Technician,Single,Yes,1,45,No,1070,46,Doctoral Degree,4,93,2,1,1,11832,27949,3,40,5,3,80,2,13,4,13,10,1,10
No,Travel_Rarely,30-40,Ex-Employees,Human Resources,Life Sciences,82765,Female,Laboratory Technician,Married,No,6,31,Yes,892,29,Doctoral Degree,2,49,2,5,3,1222,23659,7,11,2,5,80,1,30,3,1,18,1,3
Yes,Travel_Frequently,<20,Current Employees,Research & Development,Other,95969,Male,Manager,Married,Yes,6,18,No,1057,30,Doctoral Degree,2,120,3,1,2,11809,21456,2,10,1,5,80,0,11,2,18,6,8,12
No,Non-Travel,50+,Current Employees,Research & Development,Marketing,9538,Male,Healthcare Representative,Single,No,6,51,Yes,1047,20,Bachelor's Degree,5,31,2,1,1,9564,25781,10,15,5,5,80,2,9,5,7,18,14,10
Yes,Travel_Frequently,20-30,Ex-Employees,Research & Development,Marketing,44129,Female,Manager,Divorced,No,2,18,No,428,25,Associates Degree,2,86,1,4,5,7220,10090,10,16,5,2,80,3,37,1,12,20,4,9
Yes,Non-Travel,30-40,Current Employees,Research & Development,Marketing,87705,Male,Sales Representative,Divorced,No,4,29,Yes,405,4,Doctoral Degree,4,98,2,3,1,10390,22570,7,30,2,2,80,3,40,1,21,10,2,16
Yes,Non-Travel,<20,Ex-Employees,Sales,Other,11,Female,Healthcare Representative,Divorced,No,5,54,Yes,1450,49,Bachelor's Degree,1,35,5,2,5,9962,12740,4,31,4,4,80,3,8,3,12,11,5,12
Yes,Travel_Rarely,40-50,Current Employees,Human Resources,Marketing,94289,Female,Sales Executive,Divorced,No,5,59,No,960,43,Master's Degree,2,70,3,5,1,7279,22836,8,24,3,5,80,2,26,2,36,12,13,5
No,Travel_Frequently,50+,Ex-Employees,Human Resources,Marketing,43480,Male,Manager,Married,Yes,2,18,Yes,115,37,Doctoral Degree,2,53,2,1,1,2030,19637,6,32,3,3,80,1,34,2,30,12,6,20
No,Travel_Frequently,40-50,Current Employees,Human Resources,Medical,97040,Female,Sales Executive,Divorced,Yes,3,29,No,239,11,Bachelor's Degree,2,110,3,5,3,18252,11112,0,35,2,4,80,2,7,4,32,15,14,17
No,Travel_Rarely,20-30,Current Employees,Research & Development,Other,63781,Female,Research Scientist,Married,Yes,6,52,Yes,211,41,Doctoral Degree,4,84,4,1,3,3781,15838,6,27,5,3,80,0,38,1,22,10,0,20
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Life Sciences,15989,Female,Human Resources,Married,Yes,5,47,Yes,249,26,Associates Degree,1,30,1,5,4,12685,28720,3,22,1,5,80,2,26,1,11,7,6,5
No,Travel_Rarely,50+,Ex-Employees,Human Resources,Other,95675,Female,Manager,Married,No,2,44,Yes,748,30,Doctoral Degree,3,35,1,4,2,6683,19767,1,34,1,3,80,1,15,5,12,9,4,11
No,Travel_Frequently,30-40,Current Employees,Human Resources,Life Sciences,26305,Female,Sales Representative,Married,No,6,49,No,766,50,Master's Degree,5,30,2,5,3,8259,23912,7,39,3,1,80,0,0,4,19,15,0,13
No,Travel_Rarely,50+,Ex-Employees,Human Resources,Marketing,44448,Male,Human Resources,Single,Yes,4,54,Yes,753,22,Master's Degree,1,69,5,3,3,8702,13996,4,14,4,1,80,1,3,4,31,14,6,5
Yes,Travel_Rarely,40-50,Ex-Employees,Research & Development,Other,8128,Male,Sales Representative,Single,No,0,59,Yes,241,28,Doctoral Degree,4,62,5,3,4,15901,26333,7,24,3,4,80,2,18,4,15,19,5,17
Yes,Travel_Frequently,50+,Current Employees,Sales,Technical Degree,50802,Female,Sales Representative,Single,Yes,1,39,No,735,2,Doctoral Degree,5,34,5,2,1,7495,19280,10,35,5,5,80,0,39,4,12,0,12,7
No,Travel_Frequently,40-50,Ex-Employees,Human Resources,Marketing,19762,Female,Healthcare Representative,Single,No,5,23,No,1377,43,Doctoral Degree,5,80,2,1,5,2015,18796,2,33,1,3,80,3,25,4,28,4,3,4
No,Travel_Rarely,30-40,Ex-Employees,Research & Development,Technical Degree,85980,Female,Research Scientist,Divorced,Yes,1,50,Yes,252,45,Doctoral Degree,3,51,1,5,3,2087,14929,1,11,5,1,80,2,12,4,10,11,15,11
No,Non-Travel,20-30,Ex-Employees,Sales,Life Sciences,62675,Male,Laboratory Technician,Married,No,6,31,No,624,4,Doctoral Degree,1,92,1,5,2,14771,17124,1,16,4,1,80,2,23,3,14,5,1,1
No,Non-Travel,40-50,Ex-Employees,Human Resources,Technical Degree,63450,Female,Human Resources,Divorced,No,1,33,Yes,760,29,Master's Degree,3,62,1,1,3,14626,13676,4,17,1,3,80,0,21,5,20,0,12,0
Yes,Non-Travel,<20,Current Employees,Human Resources,Technical Degree,31597,Male,Laboratory Technician,Married,No,6,22,No,163,37,Bachelor's Degree,2,78,2,3,4,10819,20687,3,28,4,1,80,2,34,5,1,11,14,20
No,Travel_Frequently,30-40,Current Employees,Research & Development,Life Sciences,91262,Female,Laboratory Technician,Divorced,Yes,0,27,Yes,462,26,Bachelor's Degree,3,32,5,2,1,14927,14570,9,27,4,5,80,0,0,4,13,12,4,4
Yes,Travel_Rarely,30-40,Ex-Employees,Human Resources,Life Sciences,24909,Male,Research Scientist,Single,No,3,30,No,1342,7,Associates Degree,3,113,3,4,4,19415,18363,6,27,5,3,80,1,26,1,32,10,4,20
No,Travel_Frequently,30-40,Current Employees,Research & Development,Other,21839,Female,Laboratory Technician,Single,No,5,54,No,1418,19,Bachelor's Degree,4,80,1,4,1,1461,13986,10,12,1,1,80,2,31,5,13,8,8,4
Yes,Non-Travel,40-50,Current Employees,Research & Development,Marketing,81860,Male,Healthcare Representative,Married,Yes,2,60,Yes,697,20,Bachelor's Degree,4,60,4,2,2,11378,13094,10,13,5,4,80,0,26,4,19,9,10,6
No,Travel_Frequently,50+,Current Employees,Human Resources,Technical Degree,97127,Male,Laboratory Technician,Divorced,Yes,3,59,No,1020,2,Associates Degree,4,82,1,2,2,6371,19974,5,38,4,5,80,0,30,4,30,7,7,3
Yes,Non-Travel,40-50,Ex-Employees,Human Resources,Marketing,11104,Male,Laboratory Technician,Single,No,3,48,Yes,1144,15,Associates Degree,4,85,2,4,2,1284,10642,7,25,3,1,80,2,18,5,17,18,0,11
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Other,15111,Male,Sales Executive,Divorced,Yes,4,36,No,516,17,Associates Degree,3,63,1,3,3,14126,21041,5,26,4,3,80,1,19,2,3,17,12,18
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Life Sciences,54062,Male,Manager,Divorced,Yes,1,28,Yes,933,5,Doctoral Degree,4,71,2,5,5,1604,16471,7,11,4,5,80,2,27,5,20,0,13,10
Yes,Travel_Frequently,40-50,Ex-Employees,Human Resources,Other,87654,Female,Sales Representative,Married,Yes,6,31,No,1126,36,Doctoral Degree,1,47,1,5,3,17506,17872,5,10,4,1,80,1,27,4,27,7,6,18
Yes,Travel_Rarely,30-40,Current Employees,Research & Development,Life Sciences,74297,Male,Manager,Single,Yes,0,41,Yes,405,48,Doctoral Degree,1,103,5,4,5,11550,28298,5,26,5,1,80,1,12,1,27,16,8,13
Yes,Travel_Rarely,<20,Current Employees,Human Resources,Other,23021,Female,Sales Representative,Single,No,6,40,Yes,1138,12,Bachelor's Degree,2,81,4,2,4,12646,26847,9,16,1,3,80,3,13,1,17,0,1,7
Yes,Travel_Rarely,40-50,Ex-Employees,Research & Development,Medical,99130,Male,Research Scientist,Divorced,No,2,29,Yes,329,45,Associates Degree,2,47,3,2,3,9448,19841,4,20,1,4,80,3,10,5,20,16,3,4
Yes,Travel_Rarely,40-50,Ex-Employees,Research & Development,Medical,16168,Female,Sales Representative,Divorced,Yes,6,51,No,523,7,Bachelor's Degree,2,42,2,2,3,6845,12812,3,31,4,1,80,1,20,1,8,0,11,5
No,Travel_Rarely,<20,Ex-Employees,Sales,Marketing,56923,Male,Healthcare Representative,Divorced,No,0,24,Yes,809,23,Bachelor's Degree,1,45,4,4,1,1401,25321,5,27,2,3,80,2,14,1,14,14,2,17
No,Travel_Rarely,30-40,Current Employees,Sales,Medical,25210,Female,Sales Executive,Divorced,Yes,2,27,No,1326,10,Doctoral Degree,2,69,3,4,3,14377,22773,6,13,5,1,80,2,28,4,14,8,3,20
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Other,95053,Male,Healthcare Representative,Divorced,Yes,2,40,Yes,872,1,Master's Degree,1,88,2,1,4,6874,27265,8,29,5,4,80,0,6,3,31,16,2,14
Yes,Travel_Rarely,20-30,Current Employees,Sales,Medical,29970,Female,Manager,Married,No,3,50,Yes,160,9,Doctoral Degree,5,63,4,1,2,15348,17658,7,34,3,4,80,2,22,5,20,10,8,7
Yes,Non-Travel,<20,Ex-Employees,Human Resources,Medical,72599,Female,Sales Representative,Married,No,2,58,No,361,30,Doctoral Degree,5,83,4,3,4,5854,29822,1,32,3,1,80,3,30,5,10,4,3,1
Yes,Travel_Rarely,20-30,Current Employees,Research & Development,Medical,78835,Female,Healthcare Representative,Divorced,Yes,2,41,No,1396,14,Doctoral Degree,2,42,2,3,4,11041,21816,6,36,1,2,80,2,12,5,9,18,4,17
No,Travel_Rarely,30-40,Ex-Employees,Human Resources,Technical Degree,56825,Female,Healthcare Representative,Single,No,1,50,Yes,1070,30,Associates Degree,2,67,4,3,2,14511,16404,10,21,4,3,80,0,1,1,22,7,10,8
No,Travel_Rarely,20-30,Ex-Employees,Sales,Marketing,37483,Male,Manager,Divorced,Yes,5,48,No,539,47,Doctoral Degree,3,98,5,5,3,7937,11598,4,24,1,4,80,3,1,5,27,2,15,19
Yes,Travel_Rarely,<20,Current Employees,Human Resources,Life Sciences,16960,Male,Research Scientist,Single,Yes,4,50,No,1076,35,Associates Degree,1,57,5,5,2,16450,17558,0,35,1,1,80,1,9,1,8,19,11,7
No,Travel_Frequently,30-40,Ex-Employees,Research & Development,Medical,51352,Female,Human Resources,Married,Yes,1,57,No,1300,10,Master's Degree,1,43,1,1,1,14837,22013,9,14,4,1,80,3,19,5,38,18,11,14
Yes,Travel_Rarely,30-40,Ex-Employees,Research & Development,Life Sciences,84882,Female,Sales Executive,Divorced,No,6,38,No,906,38,Doctoral Degree,1,87,5,2,1,13262,19251,10,33,2,4,80,3,30,2,5,2,10,1
No,Travel_Rarely,30-40,Ex-Employees,Research & Development,Technical Degree,96943,Female,Sales Executive,Single,Yes,6,39,No,1101,46,Associates Degree,4,116,4,5,2,10869,26175,5,38,2,5,80,0,36,5,22,8,4,20
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Medical,18832,Male,Research Scientist,Single,Yes,6,26,No,678,19,Associates Degree,3,103,2,5,5,1936,18041,3,30,2,3,80,3,7,2,26,14,8,19
No,Travel_Frequently,50+,Ex-Employees,Research & Development,Other,76935,Female,Healthcare Representative,Married,Yes,3,34,Yes,1418,45,Master's Degree,2,98,5,5,1,6051,26337,3,34,1,2,80,2,1,3,16,8,7,5
No,Travel_Rarely,20-30,Current Employees,Sales,Technical Degree,2994,Female,Manager,Single,No,2,32,Yes,1216,4,Doctoral Degree,3,53,3,1,2,1353,21481,0,36,5,2,80,2,40,2,23,1,11,16
No,Non-Travel,40-50,Ex-Employees,Human Resources,Other,42017,Female,Manager,Single,Yes,4,51,Yes,653,15,Master's Degree,4,58,4,1,3,1284,19413,3,23,3,2,80,3,37,4,10,15,12,1
Yes,Non-Travel,20-30,Ex-Employees,Human Resources,Technical Degree,37868,Male,Human Resources,Divorced,Yes,4,45,Yes,1484,45,Bachelor's Degree,3,48,3,3,5,18402,17146,10,17,5,5,80,1,32,3,16,2,7,2
Yes,Travel_Rarely,40-50,Ex-Employees,Sales,Technical Degree,80862,Female,Human Resources,Single,Yes,2,56,No,153,8,Master's Degree,2,101,2,2,4,9764,19321,6,23,4,3,80,0,38,5,17,18,7,11
Yes,Travel_Rarely,40-50,Current Employees,Research & Development,Technical Degree,40371,Male,Human Resources,Single,Yes,2,24,No,1092,23,Associates Degree,1,55,3,3,1,19403,22149,1,13,1,3,80,2,34,5,38,5,9,11
No,Non-Travel,<20,Current Employees,Research & Development,Medical,55313,Female,Sales Representative,Divorced,No,2,22,Yes,923,10,Doctoral Degree,2,78,3,4,1,15208,18377,4,34,3,3,80,0,39,2,29,17,6,12
No,Travel_Rarely,<20,Ex-Employees,Research & Development,Life Sciences,85871,Female,Laboratory Technician,Divorced,No,0,51,No,1034,21,Master's Degree,2,93,4,1,2,6897,14246,1,18,5,5,80,1,19,3,14,14,5,20
No,Non-Travel,20-30,Ex-Employees,Human Resources,Technical Degree,85226,Male,Sales Executive,Married,Yes,1,33,No,1462,11,Doctoral Degree,3,56,2,4,4,19776,17316,9,22,2,5,80,0,24,3,32,16,10,2
No,Travel_Rarely,40-50,Ex-Employees,Sales,Medical,13830,Female,Human Resources,Divorced,Yes,6,54,Yes,645,24,Doctoral Degree,1,115,1,4,4,14017,10661,7,23,4,2,80,0,11,2,28,0,1,11
Yes,Travel_Frequently,20-30,Ex-Employees,Sales,Life Sciences,51718,Male,Research Scientist,Divorced,Yes,4,21,Yes,1099,10,Bachelor's Degree,1,32,2,3,1,11771,15430,9,31,3,3,80,3,11,5,1,15,15,0
Yes,Travel_Frequently,40-50,Current Employees,Human Resources,Life Sciences,11630,Male,Research Scientist,Divorced,Yes,2,45,No,1326,12,Master's Degree,3,36,3,5,4,19219,11729,9,38,4,4,80,3,12,4,38,14,5,9
No,Travel_Rarely,<20,Current Employees,Research & Development,Life Sciences,95934,Female,Human Resources,Divorced,Yes,6,47,Yes,1054,44,Master's Degree,1,48,3,4,1,16333,13489,4,37,2,3,80,0,30,1,29,1,13,2
Yes,Travel_Rarely,50+,Current Employees,Human Resources,Life Sciences,90102,Male,Laboratory Technician,Divorced,No,1,56,No,152,1,Master's Degree,5,82,3,2,4,18156,27236,10,19,3,2,80,3,12,2,0,9,10,5
Yes,Travel_Frequently,40-50,Ex-Employees,Research & Development,Marketing,81741,Female,Healthcare Representative,Single,No,4,20,Yes,1260,50,Doctoral Degree,1,51,3,5,4,2979,13568,3,20,1,2,80,0,2,2,0,17,3,15
No,Travel_Frequently,20-30,Ex-Employees,Research & Development,Technical Degree,3065,Female,Sales Representative,Single,Yes,0,26,No,951,10,Master's Degree,5,43,3,2,5,8920,13344,4,18,4,1,80,3,36,5,22,8,4,18
No,Travel_Rarely,20-30,Ex-Employees,Research & Development,Technical Degree,11267,Male,Human Resources,Married,Yes,1,49,No,1023,7,Bachelor's Degree,2,99,4,2,3,1222,23364,5,16,1,5,80,1,13,4,19,3,9,3
No,Travel_Frequently,<20,Ex-Employees,Research & Development,Other,36484,Male,Human Resources,Divorced,Yes,3,18,Yes,280,7,Master's Degree,2,116,3,4,5,14928,22806,4,17,3,4,80,1,13,1,34,16,2,16
No,Non-Travel,40-50,Current Employees,Research & Development,Medical,68195,Male,Sales Representative,Married,Yes,6,30,Yes,868,7,Bachelor's Degree,1,91,5,3,2,17491,11956,6,30,4,1,80,1,34,1,13,12,2,5
No,Travel_Frequently,50+,Current Employees,Research & Development,Medical,13860,Female,Sales Executive,Married,No,6,59,Yes,207,34,Associates Degree,2,102,5,5,1,6933,21070,6,39,4,2,80,0,35,1,15,17,0,19
Yes,Travel_Rarely,20-30,Ex-Employees,Sales,Medical,34183,Male,Healthcare Representative,Divorced,No,5,52,No,1462,22,Associates Degree,1,102,1,1,2,6794,20247,0,30,4,1,80,0,2,3,40,1,0,20
